#    L    TT             EE             BB             TE             PP             TP             EP          
   954   0.107747E+04   0.413630E+02   0.000000E+00   0.160783E+02   0.813042E-08   0.360605E-05   0.733590E-06
   955   0.107143E+04   0.414407E+02   0.000000E+00   0.145977E+02   0.811694E-08   0.355779E-05   0.734443E-06
   956   0.106554E+04   0.415119E+02   0.000000E+00   0.131107E+02   0.810349E-08   0.350979E-05   0.735215E-06
   957   0.105983E+04   0.415767E+02   0.000000E+00   0.116179E+02   0.809007E-08   0.346205E-05   0.735907E-06
   958   0.105428E+04   0.416350E+02   0.000000E+00   0.101200E+02   0.807669E-08   0.341457E-05   0.736520E-06
   959   0.104890E+04   0.416869E+02   0.000000E+00   0.861757E+01   0.806333E-08   0.336736E-05   0.737054E-06
   960   0.104369E+04   0.417323E+02   0.000000E+00   0.711131E+01   0.805002E-08   0.332042E-05   0.737509E-06
   961   0.103865E+04   0.417713E+02   0.000000E+00   0.560175E+01   0.803673E-08   0.327375E-05   0.737886E-06
   962   0.103378E+04   0.418039E+02   0.000000E+00   0.408961E+01   0.802348E-08   0.322734E-05   0.738184E-06
   963   0.102907E+04   0.418302E+02   0.000000E+00   0.257554E+01   0.801026E-08   0.318122E-05   0.738404E-06
   964   0.102453E+04   0.418500E+02   0.000000E+00   0.105998E+01   0.799707E-08   0.313537E-05   0.738547E-06
   965   0.102016E+04   0.418635E+02   0.000000E+00  -0.456503E+00   0.798391E-08   0.308979E-05   0.738612E-06
   966   0.101596E+04   0.418705E+02   0.000000E+00  -0.197333E+01   0.797079E-08   0.304450E-05   0.738600E-06
   967   0.101192E+04   0.418711E+02   0.000000E+00  -0.348992E+01   0.795770E-08   0.299949E-05   0.738511E-06
   968   0.100805E+04   0.418654E+02   0.000000E+00  -0.500577E+01   0.794464E-08   0.295476E-05   0.738346E-06
   969   0.100434E+04   0.418532E+02   0.000000E+00  -0.652031E+01   0.793161E-08   0.291032E-05   0.738105E-06
   970   0.100080E+04   0.418345E+02   0.000000E+00  -0.803303E+01   0.791861E-08   0.286616E-05   0.737787E-06
   971   0.997418E+03   0.418095E+02   0.000000E+00  -0.954329E+01   0.790565E-08   0.282229E-05   0.737394E-06
   972   0.994199E+03   0.417781E+02   0.000000E+00  -0.110504E+02   0.789271E-08   0.277872E-05   0.736925E-06
   973   0.991141E+03   0.417403E+02   0.000000E+00  -0.125539E+02   0.787981E-08   0.273543E-05   0.736381E-06
   974   0.988251E+03   0.416963E+02   0.000000E+00  -0.140532E+02   0.786694E-08   0.269245E-05   0.735763E-06
   975   0.985513E+03   0.416460E+02   0.000000E+00  -0.155474E+02   0.785411E-08   0.264976E-05   0.735069E-06
   976   0.982931E+03   0.415894E+02   0.000000E+00  -0.170362E+02   0.784130E-08   0.260736E-05   0.734302E-06
   977   0.980513E+03   0.415266E+02   0.000000E+00  -0.185188E+02   0.782852E-08   0.256527E-05   0.733460E-06
   978   0.978250E+03   0.414576E+02   0.000000E+00  -0.199948E+02   0.781578E-08   0.252348E-05   0.732545E-06
   979   0.976140E+03   0.413825E+02   0.000000E+00  -0.214634E+02   0.780306E-08   0.248200E-05   0.731557E-06
   980   0.974188E+03   0.413013E+02   0.000000E+00  -0.229241E+02   0.779038E-08   0.244082E-05   0.730495E-06
   981   0.972387E+03   0.412141E+02   0.000000E+00  -0.243763E+02   0.777773E-08   0.239995E-05   0.729360E-06
   982   0.970734E+03   0.411209E+02   0.000000E+00  -0.258195E+02   0.776511E-08   0.235939E-05   0.728153E-06
   983   0.969228E+03   0.410218E+02   0.000000E+00  -0.272531E+02   0.775252E-08   0.231915E-05   0.726874E-06
   984   0.967876E+03   0.409168E+02   0.000000E+00  -0.286765E+02   0.773996E-08   0.227922E-05   0.725522E-06
   985   0.966667E+03   0.408059E+02   0.000000E+00  -0.300892E+02   0.772743E-08   0.223960E-05   0.724099E-06
   986   0.965602E+03   0.406893E+02   0.000000E+00  -0.314906E+02   0.771493E-08   0.220030E-05   0.722605E-06
   987   0.964684E+03   0.405669E+02   0.000000E+00  -0.328803E+02   0.770246E-08   0.216132E-05   0.721039E-06
   988   0.963907E+03   0.404388E+02   0.000000E+00  -0.342577E+02   0.769002E-08   0.212267E-05   0.719402E-06
   989   0.963268E+03   0.403050E+02   0.000000E+00  -0.356222E+02   0.767761E-08   0.208434E-05   0.717695E-06
   990   0.962766E+03   0.401655E+02   0.000000E+00  -0.369735E+02   0.766523E-08   0.204633E-05   0.715918E-06
   991   0.962399E+03   0.400204E+02   0.000000E+00  -0.383109E+02   0.765288E-08   0.200865E-05   0.714070E-06
   992   0.962174E+03   0.398698E+02   0.000000E+00  -0.396338E+02   0.764056E-08   0.197130E-05   0.712153E-06
   993   0.962074E+03   0.397137E+02   0.000000E+00  -0.409417E+02   0.762827E-08   0.193428E-05   0.710167E-06
   994   0.962112E+03   0.395523E+02   0.000000E+00  -0.422337E+02   0.761601E-08   0.189760E-05   0.708111E-06
   995   0.962272E+03   0.393856E+02   0.000000E+00  -0.435094E+02   0.760378E-08   0.186125E-05   0.705986E-06
   996   0.962560E+03   0.392137E+02   0.000000E+00  -0.447681E+02   0.759158E-08   0.182524E-05   0.703793E-06
   997   0.962975E+03   0.390366E+02   0.000000E+00  -0.460092E+02   0.757941E-08   0.178957E-05   0.701531E-06
   998   0.963515E+03   0.388545E+02   0.000000E+00  -0.472319E+02   0.756727E-08   0.175424E-05   0.699202E-06
   999   0.964171E+03   0.386674E+02   0.000000E+00  -0.484357E+02   0.755516E-08   0.171925E-05   0.696805E-06
  1000   0.964949E+03   0.384754E+02   0.000000E+00  -0.496197E+02   0.754307E-08   0.168461E-05   0.694340E-06
  1001   0.965834E+03   0.382786E+02   0.000000E+00  -0.507835E+02   0.753102E-08   0.165031E-05   0.691808E-06
  1002   0.966838E+03   0.380769E+02   0.000000E+00  -0.519264E+02   0.751899E-08   0.161636E-05   0.689210E-06
  1003   0.967947E+03   0.378705E+02   0.000000E+00  -0.530480E+02   0.750699E-08   0.158276E-05   0.686546E-06
  1004   0.969168E+03   0.376593E+02   0.000000E+00  -0.541478E+02   0.749502E-08   0.154951E-05   0.683817E-06
  1005   0.970484E+03   0.374434E+02   0.000000E+00  -0.552255E+02   0.748308E-08   0.151661E-05   0.681024E-06
  1006   0.971911E+03   0.372230E+02   0.000000E+00  -0.562809E+02   0.747117E-08   0.148406E-05   0.678167E-06
  1007   0.973432E+03   0.369983E+02   0.000000E+00  -0.573139E+02   0.745929E-08   0.145185E-05   0.675248E-06
  1008   0.975056E+03   0.367694E+02   0.000000E+00  -0.583246E+02   0.744744E-08   0.142000E-05   0.672266E-06
  1009   0.976780E+03   0.365365E+02   0.000000E+00  -0.593128E+02   0.743561E-08   0.138850E-05   0.669223E-06
  1010   0.978590E+03   0.362999E+02   0.000000E+00  -0.602785E+02   0.742381E-08   0.135735E-05   0.666119E-06
  1011   0.980499E+03   0.360597E+02   0.000000E+00  -0.612216E+02   0.741204E-08   0.132655E-05   0.662956E-06
  1012   0.982493E+03   0.358161E+02   0.000000E+00  -0.621421E+02   0.740030E-08   0.129610E-05   0.659733E-06
  1013   0.984571E+03   0.355690E+02   0.000000E+00  -0.630398E+02   0.738859E-08   0.126601E-05   0.656452E-06
  1014   0.986747E+03   0.353185E+02   0.000000E+00  -0.639144E+02   0.737690E-08   0.123627E-05   0.653113E-06
  1015   0.988997E+03   0.350645E+02   0.000000E+00  -0.647657E+02   0.736525E-08   0.120689E-05   0.649717E-06
  1016   0.991338E+03   0.348071E+02   0.000000E+00  -0.655937E+02   0.735362E-08   0.117786E-05   0.646265E-06
  1017   0.993767E+03   0.345461E+02   0.000000E+00  -0.663981E+02   0.734201E-08   0.114918E-05   0.642757E-06
  1018   0.996269E+03   0.342815E+02   0.000000E+00  -0.671787E+02   0.733044E-08   0.112086E-05   0.639194E-06
  1019   0.998851E+03   0.340135E+02   0.000000E+00  -0.679353E+02   0.731889E-08   0.109290E-05   0.635578E-06
  1020   0.100151E+04   0.337420E+02   0.000000E+00  -0.686674E+02   0.730738E-08   0.106529E-05   0.631907E-06
  1021   0.100425E+04   0.334675E+02   0.000000E+00  -0.693746E+02   0.729589E-08   0.103804E-05   0.628185E-06
  1022   0.100705E+04   0.331899E+02   0.000000E+00  -0.700564E+02   0.728442E-08   0.101115E-05   0.624410E-06
  1023   0.100991E+04   0.329095E+02   0.000000E+00  -0.707125E+02   0.727299E-08   0.984614E-06   0.620584E-06
  1024   0.101284E+04   0.326266E+02   0.000000E+00  -0.713423E+02   0.726158E-08   0.958438E-06   0.616707E-06
  1025   0.101582E+04   0.323413E+02   0.000000E+00  -0.719454E+02   0.725019E-08   0.932622E-06   0.612781E-06
  1026   0.101885E+04   0.320538E+02   0.000000E+00  -0.725214E+02   0.723884E-08   0.907165E-06   0.608806E-06
  1027   0.102194E+04   0.317642E+02   0.000000E+00  -0.730708E+02   0.722751E-08   0.882068E-06   0.604782E-06
  1028   0.102506E+04   0.314726E+02   0.000000E+00  -0.735935E+02   0.721621E-08   0.857332E-06   0.600711E-06
  1029   0.102825E+04   0.311791E+02   0.000000E+00  -0.740901E+02   0.720494E-08   0.832956E-06   0.596593E-06
  1030   0.103147E+04   0.308838E+02   0.000000E+00  -0.745608E+02   0.719369E-08   0.808943E-06   0.592429E-06
  1031   0.103475E+04   0.305868E+02   0.000000E+00  -0.750060E+02   0.718247E-08   0.785292E-06   0.588219E-06
  1032   0.103806E+04   0.302882E+02   0.000000E+00  -0.754260E+02   0.717128E-08   0.762003E-06   0.583965E-06
  1033   0.104141E+04   0.299881E+02   0.000000E+00  -0.758211E+02   0.716011E-08   0.739078E-06   0.579667E-06
  1034   0.104481E+04   0.296865E+02   0.000000E+00  -0.761909E+02   0.714897E-08   0.716516E-06   0.575325E-06
  1035   0.104824E+04   0.293839E+02   0.000000E+00  -0.765351E+02   0.713786E-08   0.694318E-06   0.570941E-06
  1036   0.105170E+04   0.290802E+02   0.000000E+00  -0.768532E+02   0.712677E-08   0.672485E-06   0.566516E-06
  1037   0.105517E+04   0.287756E+02   0.000000E+00  -0.771450E+02   0.711571E-08   0.651018E-06   0.562049E-06
  1038   0.105868E+04   0.284705E+02   0.000000E+00  -0.774101E+02   0.710467E-08   0.629916E-06   0.557542E-06
  1039   0.106220E+04   0.281648E+02   0.000000E+00  -0.776481E+02   0.709366E-08   0.609180E-06   0.552995E-06
  1040   0.106573E+04   0.278587E+02   0.000000E+00  -0.778586E+02   0.708268E-08   0.588811E-06   0.548409E-06
  1041   0.106928E+04   0.275524E+02   0.000000E+00  -0.780419E+02   0.707172E-08   0.568809E-06   0.543785E-06
  1042   0.107283E+04   0.272459E+02   0.000000E+00  -0.781981E+02   0.706079E-08   0.549175E-06   0.539124E-06
  1043   0.107638E+04   0.269392E+02   0.000000E+00  -0.783272E+02   0.704989E-08   0.529909E-06   0.534426E-06
  1044   0.107995E+04   0.266325E+02   0.000000E+00  -0.784300E+02   0.703901E-08   0.511011E-06   0.529692E-06
  1045   0.108351E+04   0.263257E+02   0.000000E+00  -0.785061E+02   0.702816E-08   0.492483E-06   0.524922E-06
  1046   0.108707E+04   0.260191E+02   0.000000E+00  -0.785565E+02   0.701733E-08   0.474325E-06   0.520118E-06
  1047   0.109062E+04   0.257125E+02   0.000000E+00  -0.785807E+02   0.700653E-08   0.456537E-06   0.515281E-06
  1048   0.109417E+04   0.254062E+02   0.000000E+00  -0.785789E+02   0.699575E-08   0.439120E-06   0.510410E-06
  1049   0.109771E+04   0.251005E+02   0.000000E+00  -0.785507E+02   0.698500E-08   0.422074E-06   0.505507E-06
  1050   0.110124E+04   0.247957E+02   0.000000E+00  -0.784978E+02   0.697427E-08   0.405400E-06   0.500572E-06
  1051   0.110474E+04   0.244920E+02   0.000000E+00  -0.784198E+02   0.696357E-08   0.389097E-06   0.495606E-06
  1052   0.110823E+04   0.241894E+02   0.000000E+00  -0.783162E+02   0.695290E-08   0.373165E-06   0.490610E-06
  1053   0.111169E+04   0.238882E+02   0.000000E+00  -0.781871E+02   0.694225E-08   0.357602E-06   0.485584E-06
  1054   0.111514E+04   0.235887E+02   0.000000E+00  -0.780329E+02   0.693162E-08   0.342405E-06   0.480529E-06
  1055   0.111855E+04   0.232908E+02   0.000000E+00  -0.778545E+02   0.692102E-08   0.327572E-06   0.475446E-06
  1056   0.112194E+04   0.229946E+02   0.000000E+00  -0.776515E+02   0.691045E-08   0.313103E-06   0.470335E-06
  1057   0.112530E+04   0.227002E+02   0.000000E+00  -0.774232E+02   0.689990E-08   0.298995E-06   0.465197E-06
  1058   0.112862E+04   0.224076E+02   0.000000E+00  -0.771716E+02   0.688937E-08   0.285245E-06   0.460032E-06
  1059   0.113191E+04   0.221170E+02   0.000000E+00  -0.768952E+02   0.687887E-08   0.271853E-06   0.454841E-06
  1060   0.113517E+04   0.218283E+02   0.000000E+00  -0.765944E+02   0.686839E-08   0.258816E-06   0.449624E-06
  1061   0.113839E+04   0.215417E+02   0.000000E+00  -0.762710E+02   0.685794E-08   0.246132E-06   0.444383E-06
  1062   0.114158E+04   0.212573E+02   0.000000E+00  -0.759228E+02   0.684752E-08   0.233800E-06   0.439118E-06
  1063   0.114473E+04   0.209751E+02   0.000000E+00  -0.755524E+02   0.683711E-08   0.221817E-06   0.433829E-06
  1064   0.114783E+04   0.206951E+02   0.000000E+00  -0.751585E+02   0.682674E-08   0.210182E-06   0.428517E-06
  1065   0.115088E+04   0.204176E+02   0.000000E+00  -0.747414E+02   0.681638E-08   0.198893E-06   0.423183E-06
  1066   0.115390E+04   0.201425E+02   0.000000E+00  -0.743029E+02   0.680605E-08   0.187948E-06   0.417827E-06
  1067   0.115686E+04   0.198699E+02   0.000000E+00  -0.738416E+02   0.679575E-08   0.177344E-06   0.412451E-06
  1068   0.115978E+04   0.196000E+02   0.000000E+00  -0.733586E+02   0.678547E-08   0.167081E-06   0.407053E-06
  1069   0.116264E+04   0.193328E+02   0.000000E+00  -0.728540E+02   0.677521E-08   0.157156E-06   0.401636E-06
  1070   0.116546E+04   0.190685E+02   0.000000E+00  -0.723283E+02   0.676498E-08   0.147568E-06   0.396200E-06
  1071   0.116822E+04   0.188070E+02   0.000000E+00  -0.717815E+02   0.675477E-08   0.138314E-06   0.390745E-06
  1072   0.117092E+04   0.185486E+02   0.000000E+00  -0.712147E+02   0.674458E-08   0.129392E-06   0.385272E-06
  1073   0.117357E+04   0.182933E+02   0.000000E+00  -0.706274E+02   0.673442E-08   0.120801E-06   0.379782E-06
  1074   0.117615E+04   0.180412E+02   0.000000E+00  -0.700205E+02   0.672429E-08   0.112539E-06   0.374275E-06
  1075   0.117867E+04   0.177925E+02   0.000000E+00  -0.693943E+02   0.671417E-08   0.104603E-06   0.368752E-06
  1076   0.118114E+04   0.175472E+02   0.000000E+00  -0.687484E+02   0.670408E-08   0.969932E-07   0.363213E-06
  1077   0.118353E+04   0.173053E+02   0.000000E+00  -0.680844E+02   0.669401E-08   0.897059E-07   0.357659E-06
  1078   0.118587E+04   0.170670E+02   0.000000E+00  -0.674026E+02   0.668397E-08   0.827399E-07   0.352091E-06
  1079   0.118813E+04   0.168325E+02   0.000000E+00  -0.667025E+02   0.667395E-08   0.760932E-07   0.346510E-06
  1080   0.119033E+04   0.166017E+02   0.000000E+00  -0.659858E+02   0.666396E-08   0.697639E-07   0.340915E-06
  1081   0.119245E+04   0.163747E+02   0.000000E+00  -0.652513E+02   0.665398E-08   0.637502E-07   0.335308E-06
  1082   0.119450E+04   0.161517E+02   0.000000E+00  -0.645007E+02   0.664403E-08   0.580501E-07   0.329689E-06
  1083   0.119648E+04   0.159327E+02   0.000000E+00  -0.637342E+02   0.663411E-08   0.526617E-07   0.324059E-06
  1084   0.119839E+04   0.157178E+02   0.000000E+00  -0.629521E+02   0.662420E-08   0.475832E-07   0.318418E-06
  1085   0.120022E+04   0.155070E+02   0.000000E+00  -0.621554E+02   0.661432E-08   0.428127E-07   0.312767E-06
  1086   0.120196E+04   0.153005E+02   0.000000E+00  -0.613429E+02   0.660446E-08   0.383482E-07   0.307107E-06
  1087   0.120364E+04   0.150983E+02   0.000000E+00  -0.605169E+02   0.659463E-08   0.341880E-07   0.301438E-06
  1088   0.120522E+04   0.149005E+02   0.000000E+00  -0.596771E+02   0.658482E-08   0.303300E-07   0.295761E-06
  1089   0.120673E+04   0.147072E+02   0.000000E+00  -0.588237E+02   0.657503E-08   0.267724E-07   0.290076E-06
  1090   0.120815E+04   0.145183E+02   0.000000E+00  -0.579575E+02   0.656526E-08   0.235134E-07   0.284385E-06
  1091   0.120949E+04   0.143342E+02   0.000000E+00  -0.570797E+02   0.655552E-08   0.205509E-07   0.278687E-06
  1092   0.121074E+04   0.141547E+02   0.000000E+00  -0.561898E+02   0.654580E-08   0.178832E-07   0.272983E-06
  1093   0.121190E+04   0.139801E+02   0.000000E+00  -0.552894E+02   0.653610E-08   0.155084E-07   0.267275E-06
  1094   0.121298E+04   0.138103E+02   0.000000E+00  -0.543781E+02   0.652642E-08   0.134244E-07   0.261562E-06
  1095   0.121396E+04   0.136455E+02   0.000000E+00  -0.534575E+02   0.651677E-08   0.116296E-07   0.255845E-06
  1096   0.121486E+04   0.134858E+02   0.000000E+00  -0.525273E+02   0.650714E-08   0.101219E-07   0.250125E-06
  1097   0.121567E+04   0.133312E+02   0.000000E+00  -0.515883E+02   0.649753E-08   0.889946E-08   0.244402E-06
  1098   0.121638E+04   0.131817E+02   0.000000E+00  -0.506416E+02   0.648794E-08   0.796043E-08   0.238678E-06
  1099   0.121700E+04   0.130376E+02   0.000000E+00  -0.496875E+02   0.647838E-08   0.730289E-08   0.232952E-06
  1100   0.121754E+04   0.128987E+02   0.000000E+00  -0.487268E+02   0.646883E-08   0.692496E-08   0.227225E-06
  1101   0.121797E+04   0.127651E+02   0.000000E+00  -0.477591E+02   0.645931E-08   0.682469E-08   0.221498E-06
  1102   0.121831E+04   0.126369E+02   0.000000E+00  -0.467858E+02   0.644981E-08   0.699991E-08   0.215771E-06
  1103   0.121855E+04   0.125141E+02   0.000000E+00  -0.458063E+02   0.644033E-08   0.744840E-08   0.210046E-06
  1104   0.121870E+04   0.123968E+02   0.000000E+00  -0.448219E+02   0.643088E-08   0.816795E-08   0.204322E-06
  1105   0.121875E+04   0.122848E+02   0.000000E+00  -0.438326E+02   0.642145E-08   0.915634E-08   0.198600E-06
  1106   0.121871E+04   0.121782E+02   0.000000E+00  -0.428388E+02   0.641203E-08   0.104114E-07   0.192880E-06
  1107   0.121857E+04   0.120771E+02   0.000000E+00  -0.418410E+02   0.640264E-08   0.119308E-07   0.187164E-06
  1108   0.121833E+04   0.119815E+02   0.000000E+00  -0.408395E+02   0.639327E-08   0.137124E-07   0.181451E-06
  1109   0.121800E+04   0.118914E+02   0.000000E+00  -0.398347E+02   0.638393E-08   0.157539E-07   0.175743E-06
  1110   0.121757E+04   0.118068E+02   0.000000E+00  -0.388270E+02   0.637460E-08   0.180532E-07   0.170039E-06
  1111   0.121705E+04   0.117277E+02   0.000000E+00  -0.378170E+02   0.636530E-08   0.206080E-07   0.164341E-06
  1112   0.121643E+04   0.116540E+02   0.000000E+00  -0.368048E+02   0.635601E-08   0.234162E-07   0.158649E-06
  1113   0.121571E+04   0.115859E+02   0.000000E+00  -0.357912E+02   0.634675E-08   0.264754E-07   0.152963E-06
  1114   0.121490E+04   0.115234E+02   0.000000E+00  -0.347763E+02   0.633751E-08   0.297835E-07   0.147283E-06
  1115   0.121400E+04   0.114663E+02   0.000000E+00  -0.337607E+02   0.632829E-08   0.333382E-07   0.141612E-06
  1116   0.121300E+04   0.114148E+02   0.000000E+00  -0.327449E+02   0.631909E-08   0.371374E-07   0.135948E-06
  1117   0.121191E+04   0.113688E+02   0.000000E+00  -0.317291E+02   0.630991E-08   0.411787E-07   0.130293E-06
  1118   0.121072E+04   0.113282E+02   0.000000E+00  -0.307138E+02   0.630076E-08   0.454601E-07   0.124648E-06
  1119   0.120944E+04   0.112932E+02   0.000000E+00  -0.296996E+02   0.629162E-08   0.499793E-07   0.119012E-06
  1120   0.120806E+04   0.112637E+02   0.000000E+00  -0.286867E+02   0.628251E-08   0.547340E-07   0.113386E-06
  1121   0.120659E+04   0.112396E+02   0.000000E+00  -0.276757E+02   0.627341E-08   0.597220E-07   0.107771E-06
  1122   0.120503E+04   0.112210E+02   0.000000E+00  -0.266669E+02   0.626434E-08   0.649412E-07   0.102167E-06
