#    L    TT             EE             TE             PP             TP          
   875   0.194260E+04   0.216738E+02   0.658673E+02   0.433539E+06   0.135832E+03
   876   0.192964E+04   0.219789E+02   0.664542E+02   0.432773E+06   0.134865E+03
   877   0.191663E+04   0.222859E+02   0.670068E+02   0.432009E+06   0.133895E+03
   878   0.190360E+04   0.225945E+02   0.675250E+02   0.431247E+06   0.132923E+03
   879   0.189054E+04   0.229048E+02   0.680086E+02   0.430487E+06   0.131949E+03
   880   0.187746E+04   0.232165E+02   0.684572E+02   0.429729E+06   0.130973E+03
   881   0.186435E+04   0.235296E+02   0.688707E+02   0.428973E+06   0.129996E+03
   882   0.185123E+04   0.238439E+02   0.692489E+02   0.428219E+06   0.129017E+03
   883   0.183809E+04   0.241593E+02   0.695915E+02   0.427467E+06   0.128037E+03
   884   0.182494E+04   0.244757E+02   0.698984E+02   0.426717E+06   0.127056E+03
   885   0.181178E+04   0.247931E+02   0.701693E+02   0.425969E+06   0.126073E+03
   886   0.179860E+04   0.251111E+02   0.704041E+02   0.425223E+06   0.125089E+03
   887   0.178543E+04   0.254299E+02   0.706030E+02   0.424479E+06   0.124105E+03
   888   0.177226E+04   0.257491E+02   0.707662E+02   0.423736E+06   0.123120E+03
   889   0.175908E+04   0.260685E+02   0.708940E+02   0.422996E+06   0.122134E+03
   890   0.174592E+04   0.263882E+02   0.709864E+02   0.422257E+06   0.121148E+03
   891   0.173277E+04   0.267079E+02   0.710440E+02   0.421521E+06   0.120162E+03
   892   0.171964E+04   0.270274E+02   0.710667E+02   0.420786E+06   0.119176E+03
   893   0.170652E+04   0.273467E+02   0.710549E+02   0.420053E+06   0.118190E+03
   894   0.169345E+04   0.276653E+02   0.710087E+02   0.419322E+06   0.117203E+03
   895   0.168039E+04   0.279834E+02   0.709281E+02   0.418593E+06   0.116218E+03
   896   0.166737E+04   0.283007E+02   0.708136E+02   0.417866E+06   0.115232E+03
   897   0.165439E+04   0.286169E+02   0.706650E+02   0.417141E+06   0.114248E+03
   898   0.164145E+04   0.289319E+02   0.704826E+02   0.416417E+06   0.113264E+03
   899   0.162857E+04   0.292455E+02   0.702666E+02   0.415696E+06   0.112281E+03
   900   0.161574E+04   0.295577E+02   0.700170E+02   0.414976E+06   0.111299E+03
   901   0.160296E+04   0.298681E+02   0.697341E+02   0.414258E+06   0.110318E+03
   902   0.159025E+04   0.301767E+02   0.694179E+02   0.413542E+06   0.109338E+03
   903   0.157760E+04   0.304834E+02   0.690687E+02   0.412827E+06   0.108360E+03
   904   0.156502E+04   0.307881E+02   0.686865E+02   0.412115E+06   0.107383E+03
   905   0.155252E+04   0.310907E+02   0.682716E+02   0.411404E+06   0.106408E+03
   906   0.154008E+04   0.313912E+02   0.678241E+02   0.410695E+06   0.105434E+03
   907   0.152773E+04   0.316893E+02   0.673441E+02   0.409988E+06   0.104461E+03
   908   0.151546E+04   0.319851E+02   0.668319E+02   0.409283E+06   0.103491E+03
   909   0.150327E+04   0.322784E+02   0.662879E+02   0.408579E+06   0.102521E+03
   910   0.149116E+04   0.325692E+02   0.657123E+02   0.407878E+06   0.101554E+03
   911   0.147914E+04   0.328574E+02   0.651055E+02   0.407178E+06   0.100589E+03
   912   0.146722E+04   0.331428E+02   0.644679E+02   0.406479E+06   0.996248E+02
   913   0.145539E+04   0.334254E+02   0.637997E+02   0.405783E+06   0.986631E+02
   914   0.144365E+04   0.337051E+02   0.631013E+02   0.405088E+06   0.977033E+02
   915   0.143201E+04   0.339818E+02   0.623730E+02   0.404395E+06   0.967456E+02
   916   0.142047E+04   0.342554E+02   0.616152E+02   0.403704E+06   0.957900E+02
   917   0.140904E+04   0.345257E+02   0.608282E+02   0.403015E+06   0.948365E+02
   918   0.139770E+04   0.347928E+02   0.600126E+02   0.402327E+06   0.938854E+02
   919   0.138647E+04   0.350563E+02   0.591686E+02   0.401641E+06   0.929365E+02
   920   0.137535E+04   0.353164E+02   0.582966E+02   0.400957E+06   0.919900E+02
   921   0.136433E+04   0.355727E+02   0.573971E+02   0.400274E+06   0.910459E+02
   922   0.135343E+04   0.358253E+02   0.564706E+02   0.399594E+06   0.901042E+02
   923   0.134266E+04   0.360740E+02   0.555177E+02   0.398915E+06   0.891652E+02
   924   0.133199E+04   0.363189E+02   0.545389E+02   0.398237E+06   0.882287E+02
   925   0.132145E+04   0.365596E+02   0.535349E+02   0.397562E+06   0.872950E+02
   926   0.131103E+04   0.367963E+02   0.525064E+02   0.396888E+06   0.863639E+02
   927   0.130073E+04   0.370287E+02   0.514537E+02   0.396215E+06   0.854357E+02
   928   0.129057E+04   0.372569E+02   0.503776E+02   0.395545E+06   0.845103E+02
   929   0.128054E+04   0.374806E+02   0.492787E+02   0.394876E+06   0.835878E+02
   930   0.127064E+04   0.376998E+02   0.481573E+02   0.394209E+06   0.826683E+02
   931   0.126087E+04   0.379143E+02   0.470141E+02   0.393543E+06   0.817519E+02
   932   0.125125E+04   0.381242E+02   0.458495E+02   0.392879E+06   0.808385E+02
   933   0.124176E+04   0.383293E+02   0.446642E+02   0.392217E+06   0.799284E+02
   934   0.123242E+04   0.385294E+02   0.434585E+02   0.391556E+06   0.790214E+02
   935   0.122321E+04   0.387245E+02   0.422332E+02   0.390897E+06   0.781178E+02
   936   0.121415E+04   0.389144E+02   0.409887E+02   0.390240E+06   0.772175E+02
   937   0.120524E+04   0.390992E+02   0.397258E+02   0.389584E+06   0.763206E+02
   938   0.119647E+04   0.392787E+02   0.384451E+02   0.388930E+06   0.754272E+02
   939   0.118785E+04   0.394528E+02   0.371471E+02   0.388278E+06   0.745374E+02
   940   0.117938E+04   0.396213E+02   0.358327E+02   0.387627E+06   0.736511E+02
   941   0.117107E+04   0.397843E+02   0.345022E+02   0.386978E+06   0.727685E+02
   942   0.116290E+04   0.399417E+02   0.331565E+02   0.386330E+06   0.718896E+02
   943   0.115490E+04   0.400933E+02   0.317962E+02   0.385684E+06   0.710146E+02
   944   0.114705E+04   0.402391E+02   0.304221E+02   0.385040E+06   0.701433E+02
   945   0.113936E+04   0.403791E+02   0.290349E+02   0.384397E+06   0.692760E+02
   946   0.113182E+04   0.405131E+02   0.276353E+02   0.383756E+06   0.684127E+02
   947   0.112446E+04   0.406410E+02   0.262241E+02   0.383116E+06   0.675533E+02
   948   0.111725E+04   0.407629E+02   0.248020E+02   0.382478E+06   0.666981E+02
   949   0.111020E+04   0.408787E+02   0.233696E+02   0.381842E+06   0.658471E+02
   950   0.110333E+04   0.409883E+02   0.219279E+02   0.381207E+06   0.650002E+02
   951   0.109662E+04   0.410915E+02   0.204774E+02   0.380573E+06   0.641577E+02
   952   0.109007E+04   0.411884E+02   0.190187E+02   0.379941E+06   0.633194E+02
   953   0.108369E+04   0.412789E+02   0.175522E+02   0.379311E+06   0.624855E+02
   954   0.107747E+04   0.413630E+02   0.160783E+02   0.378683E+06   0.616560E+02
   955   0.107143E+04   0.414407E+02   0.145977E+02   0.378055E+06   0.608309E+02
   956   0.106554E+04   0.415119E+02   0.131107E+02   0.377430E+06   0.600103E+02
   957   0.105983E+04   0.415767E+02   0.116179E+02   0.376806E+06   0.591941E+02
   958   0.105428E+04   0.416350E+02   0.101200E+02   0.376183E+06   0.583825E+02
   959   0.104890E+04   0.416869E+02   0.861757E+01   0.375562E+06   0.575754E+02
   960   0.104369E+04   0.417323E+02   0.711131E+01   0.374943E+06   0.567728E+02
   961   0.103865E+04   0.417713E+02   0.560175E+01   0.374325E+06   0.559749E+02
   962   0.103378E+04   0.418039E+02   0.408961E+01   0.373708E+06   0.551816E+02
   963   0.102907E+04   0.418302E+02   0.257554E+01   0.373093E+06   0.543930E+02
   964   0.102453E+04   0.418500E+02   0.105998E+01   0.372480E+06   0.536092E+02
   965   0.102016E+04   0.418635E+02  -0.456503E+00   0.371868E+06   0.528300E+02
   966   0.101596E+04   0.418705E+02  -0.197333E+01   0.371257E+06   0.520557E+02
   967   0.101192E+04   0.418711E+02  -0.348992E+01   0.370648E+06   0.512861E+02
   968   0.100805E+04   0.418654E+02  -0.500577E+01   0.370041E+06   0.505214E+02
   969   0.100434E+04   0.418532E+02  -0.652031E+01   0.369435E+06   0.497616E+02
   970   0.100080E+04   0.418345E+02  -0.803303E+01   0.368830E+06   0.490067E+02
   971   0.997418E+03   0.418095E+02  -0.954329E+01   0.368227E+06   0.482567E+02
   972   0.994199E+03   0.417781E+02  -0.110504E+02   0.367625E+06   0.475117E+02
   973   0.991141E+03   0.417403E+02  -0.125539E+02   0.367025E+06   0.467717E+02
   974   0.988251E+03   0.416963E+02  -0.140532E+02   0.366427E+06   0.460367E+02
   975   0.985513E+03   0.416460E+02  -0.155474E+02   0.365829E+06   0.453069E+02
   976   0.982931E+03   0.415894E+02  -0.170362E+02   0.365234E+06   0.445821E+02
   977   0.980513E+03   0.415266E+02  -0.185188E+02   0.364639E+06   0.438625E+02
   978   0.978250E+03   0.414576E+02  -0.199948E+02   0.364046E+06   0.431480E+02
   979   0.976140E+03   0.413825E+02  -0.214634E+02   0.363455E+06   0.424388E+02
   980   0.974188E+03   0.413013E+02  -0.229241E+02   0.362865E+06   0.417347E+02
   981   0.972387E+03   0.412141E+02  -0.243763E+02   0.362276E+06   0.410360E+02
   982   0.970734E+03   0.411209E+02  -0.258195E+02   0.361689E+06   0.403426E+02
   983   0.969228E+03   0.410218E+02  -0.272531E+02   0.361104E+06   0.396545E+02
   984   0.967876E+03   0.409168E+02  -0.286765E+02   0.360519E+06   0.389717E+02
   985   0.966667E+03   0.408059E+02  -0.300892E+02   0.359936E+06   0.382944E+02
   986   0.965602E+03   0.406893E+02  -0.314906E+02   0.359355E+06   0.376225E+02
   987   0.964684E+03   0.405669E+02  -0.328803E+02   0.358775E+06   0.369561E+02
   988   0.963907E+03   0.404388E+02  -0.342577E+02   0.358196E+06   0.362952E+02
   989   0.963268E+03   0.403050E+02  -0.356222E+02   0.357619E+06   0.356398E+02
   990   0.962766E+03   0.401655E+02  -0.369735E+02   0.357043E+06   0.349900E+02
   991   0.962399E+03   0.400204E+02  -0.383109E+02   0.356469E+06   0.343458E+02
   992   0.962174E+03   0.398698E+02  -0.396338E+02   0.355895E+06   0.337072E+02
   993   0.962074E+03   0.397137E+02  -0.409417E+02   0.355324E+06   0.330743E+02
   994   0.962112E+03   0.395523E+02  -0.422337E+02   0.354753E+06   0.324471E+02
   995   0.962272E+03   0.393856E+02  -0.435094E+02   0.354184E+06   0.318256E+02
   996   0.962560E+03   0.392137E+02  -0.447681E+02   0.353617E+06   0.312099E+02
   997   0.962975E+03   0.390366E+02  -0.460092E+02   0.353051E+06   0.306000E+02
   998   0.963515E+03   0.388545E+02  -0.472319E+02   0.352486E+06   0.299959E+02
   999   0.964171E+03   0.386674E+02  -0.484357E+02   0.351922E+06   0.293977E+02
  1000   0.964949E+03   0.384754E+02  -0.496197E+02   0.351360E+06   0.288054E+02
  1001   0.965834E+03   0.382786E+02  -0.507835E+02   0.350799E+06   0.282190E+02
  1002   0.966838E+03   0.380769E+02  -0.519264E+02   0.350240E+06   0.276386E+02
  1003   0.967947E+03   0.378705E+02  -0.530480E+02   0.349682E+06   0.270641E+02
  1004   0.969168E+03   0.376593E+02  -0.541478E+02   0.349125E+06   0.264955E+02
  1005   0.970484E+03   0.374434E+02  -0.552255E+02   0.348569E+06   0.259329E+02
  1006   0.971911E+03   0.372230E+02  -0.562809E+02   0.348015E+06   0.253763E+02
  1007   0.973432E+03   0.369983E+02  -0.573139E+02   0.347462E+06   0.248257E+02
  1008   0.975056E+03   0.367694E+02  -0.583246E+02   0.346911E+06   0.242811E+02
  1009   0.976780E+03   0.365365E+02  -0.593128E+02   0.346361E+06   0.237425E+02
  1010   0.978590E+03   0.362999E+02  -0.602785E+02   0.345812E+06   0.232099E+02
  1011   0.980499E+03   0.360597E+02  -0.612216E+02   0.345264E+06   0.226833E+02
  1012   0.982493E+03   0.358161E+02  -0.621421E+02   0.344718E+06   0.221627E+02
  1013   0.984571E+03   0.355690E+02  -0.630398E+02   0.344173E+06   0.216481E+02
  1014   0.986747E+03   0.353185E+02  -0.639144E+02   0.343629E+06   0.211397E+02
  1015   0.988997E+03   0.350645E+02  -0.647657E+02   0.343087E+06   0.206372E+02
  1016   0.991338E+03   0.348071E+02  -0.655937E+02   0.342546E+06   0.201408E+02
  1017   0.993767E+03   0.345461E+02  -0.663981E+02   0.342006E+06   0.196505E+02
  1018   0.996269E+03   0.342815E+02  -0.671787E+02   0.341468E+06   0.191663E+02
  1019   0.998851E+03   0.340135E+02  -0.679353E+02   0.340930E+06   0.186882E+02
  1020   0.100151E+04   0.337420E+02  -0.686674E+02   0.340395E+06   0.182161E+02
  1021   0.100425E+04   0.334675E+02  -0.693746E+02   0.339860E+06   0.177502E+02
  1022   0.100705E+04   0.331899E+02  -0.700564E+02   0.339327E+06   0.172903E+02
  1023   0.100991E+04   0.329095E+02  -0.707125E+02   0.338794E+06   0.168366E+02
  1024   0.101284E+04   0.326266E+02  -0.713423E+02   0.338264E+06   0.163891E+02
  1025   0.101582E+04   0.323413E+02  -0.719454E+02   0.337734E+06   0.159476E+02
  1026   0.101885E+04   0.320538E+02  -0.725214E+02   0.337206E+06   0.155123E+02
  1027   0.102194E+04   0.317642E+02  -0.730708E+02   0.336679E+06   0.150832E+02
  1028   0.102506E+04   0.314726E+02  -0.735935E+02   0.336153E+06   0.146603E+02
  1029   0.102825E+04   0.311791E+02  -0.740901E+02   0.335628E+06   0.142435E+02
  1030   0.103147E+04   0.308838E+02  -0.745608E+02   0.335105E+06   0.138329E+02
  1031   0.103475E+04   0.305868E+02  -0.750060E+02   0.334583E+06   0.134284E+02
  1032   0.103806E+04   0.302882E+02  -0.754260E+02   0.334062E+06   0.130302E+02
  1033   0.104141E+04   0.299881E+02  -0.758211E+02   0.333543E+06   0.126382E+02
  1034   0.104481E+04   0.296865E+02  -0.761909E+02   0.333024E+06   0.122524E+02
  1035   0.104824E+04   0.293839E+02  -0.765351E+02   0.332507E+06   0.118729E+02
  1036   0.105170E+04   0.290802E+02  -0.768532E+02   0.331991E+06   0.114995E+02
  1037   0.105517E+04   0.287756E+02  -0.771450E+02   0.331477E+06   0.111325E+02
  1038   0.105868E+04   0.284705E+02  -0.774101E+02   0.330963E+06   0.107716E+02
  1039   0.106220E+04   0.281648E+02  -0.776481E+02   0.330451E+06   0.104171E+02
  1040   0.106573E+04   0.278587E+02  -0.778586E+02   0.329940E+06   0.100688E+02
  1041   0.106928E+04   0.275524E+02  -0.780419E+02   0.329430E+06   0.972673E+01
  1042   0.107283E+04   0.272459E+02  -0.781981E+02   0.328922E+06   0.939100E+01
  1043   0.107638E+04   0.269392E+02  -0.783272E+02   0.328414E+06   0.906156E+01
  1044   0.107995E+04   0.266325E+02  -0.784300E+02   0.327908E+06   0.873842E+01
  1045   0.108351E+04   0.263257E+02  -0.785061E+02   0.327403E+06   0.842160E+01
  1046   0.108707E+04   0.260191E+02  -0.785565E+02   0.326899E+06   0.811110E+01
  1047   0.109062E+04   0.257125E+02  -0.785807E+02   0.326397E+06   0.780693E+01
  1048   0.109417E+04   0.254062E+02  -0.785789E+02   0.325895E+06   0.750910E+01
  1049   0.109771E+04   0.251005E+02  -0.785507E+02   0.325395E+06   0.721762E+01
  1050   0.110124E+04   0.247957E+02  -0.784978E+02   0.324896E+06   0.693249E+01
  1051   0.110474E+04   0.244920E+02  -0.784198E+02   0.324398E+06   0.665372E+01
  1052   0.110823E+04   0.241894E+02  -0.783162E+02   0.323901E+06   0.638129E+01
  1053   0.111169E+04   0.238882E+02  -0.781871E+02   0.323406E+06   0.611515E+01
  1054   0.111514E+04   0.235887E+02  -0.780329E+02   0.322911E+06   0.585528E+01
  1055   0.111855E+04   0.232908E+02  -0.778545E+02   0.322418E+06   0.560165E+01
  1056   0.112194E+04   0.229946E+02  -0.776515E+02   0.321926E+06   0.535423E+01
  1057   0.112530E+04   0.227002E+02  -0.774232E+02   0.321435E+06   0.511297E+01
  1058   0.112862E+04   0.224076E+02  -0.771716E+02   0.320945E+06   0.487786E+01
  1059   0.113191E+04   0.221170E+02  -0.768952E+02   0.320457E+06   0.464885E+01
  1060   0.113517E+04   0.218283E+02  -0.765944E+02   0.319969E+06   0.442591E+01
  1061   0.113839E+04   0.215417E+02  -0.762710E+02   0.319483E+06   0.420902E+01
  1062   0.114158E+04   0.212573E+02  -0.759228E+02   0.318998E+06   0.399813E+01
  1063   0.114473E+04   0.209751E+02  -0.755524E+02   0.318514E+06   0.379323E+01
  1064   0.114783E+04   0.206951E+02  -0.751585E+02   0.318031E+06   0.359426E+01
  1065   0.115088E+04   0.204176E+02  -0.747414E+02   0.317549E+06   0.340122E+01
  1066   0.115390E+04   0.201425E+02  -0.743029E+02   0.317069E+06   0.321405E+01
  1067   0.115686E+04   0.198699E+02  -0.738416E+02   0.316589E+06   0.303273E+01
  1068   0.115978E+04   0.196000E+02  -0.733586E+02   0.316111E+06   0.285722E+01
  1069   0.116264E+04   0.193328E+02  -0.728540E+02   0.315633E+06   0.268750E+01
  1070   0.116546E+04   0.190685E+02  -0.723283E+02   0.315157E+06   0.252353E+01
  1071   0.116822E+04   0.188070E+02  -0.717815E+02   0.314682E+06   0.236528E+01
  1072   0.117092E+04   0.185486E+02  -0.712147E+02   0.314208E+06   0.221272E+01
  1073   0.117357E+04   0.182933E+02  -0.706274E+02   0.313735E+06   0.206581E+01
  1074   0.117615E+04   0.180412E+02  -0.700205E+02   0.313264E+06   0.192452E+01
  1075   0.117867E+04   0.177925E+02  -0.693943E+02   0.312793E+06   0.178882E+01
  1076   0.118114E+04   0.175472E+02  -0.687484E+02   0.312323E+06   0.165868E+01
  1077   0.118353E+04   0.173053E+02  -0.680844E+02   0.311855E+06   0.153406E+01
  1078   0.118587E+04   0.170670E+02  -0.674026E+02   0.311388E+06   0.141494E+01
  1079   0.118813E+04   0.168325E+02  -0.667025E+02   0.310921E+06   0.130127E+01
  1080   0.119033E+04   0.166017E+02  -0.659858E+02   0.310456E+06   0.119304E+01
  1081   0.119245E+04   0.163747E+02  -0.652513E+02   0.309992E+06   0.109020E+01
  1082   0.119450E+04   0.161517E+02  -0.645007E+02   0.309529E+06   0.992721E+00
  1083   0.119648E+04   0.159327E+02  -0.637342E+02   0.309067E+06   0.900575E+00
  1084   0.119839E+04   0.157178E+02  -0.629521E+02   0.308606E+06   0.813728E+00
  1085   0.120022E+04   0.155070E+02  -0.621554E+02   0.308147E+06   0.732147E+00
  1086   0.120196E+04   0.153005E+02  -0.613429E+02   0.307688E+06   0.655801E+00
  1087   0.120364E+04   0.150983E+02  -0.605169E+02   0.307230E+06   0.584656E+00
  1088   0.120522E+04   0.149005E+02  -0.596771E+02   0.306774E+06   0.518680E+00
  1089   0.120673E+04   0.147072E+02  -0.588237E+02   0.306318E+06   0.457842E+00
  1090   0.120815E+04   0.145183E+02  -0.579575E+02   0.305864E+06   0.402109E+00
  1091   0.120949E+04   0.143342E+02  -0.570797E+02   0.305410E+06   0.351448E+00
  1092   0.121074E+04   0.141547E+02  -0.561898E+02   0.304958E+06   0.305827E+00
  1093   0.121190E+04   0.139801E+02  -0.552894E+02   0.304506E+06   0.265214E+00
  1094   0.121298E+04   0.138103E+02  -0.543781E+02   0.304056E+06   0.229576E+00
  1095   0.121396E+04   0.136455E+02  -0.534575E+02   0.303607E+06   0.198882E+00
  1096   0.121486E+04   0.134858E+02  -0.525273E+02   0.303159E+06   0.173098E+00
  1097   0.121567E+04   0.133312E+02  -0.515883E+02   0.302712E+06   0.152194E+00
  1098   0.121638E+04   0.131817E+02  -0.506416E+02   0.302265E+06   0.136135E+00
  1099   0.121700E+04   0.130376E+02  -0.496875E+02   0.301820E+06   0.124890E+00
  1100   0.121754E+04   0.128987E+02  -0.487268E+02   0.301376E+06   0.118427E+00
  1101   0.121797E+04   0.127651E+02  -0.477591E+02   0.300933E+06   0.116713E+00
  1102   0.121831E+04   0.126369E+02  -0.467858E+02   0.300491E+06   0.119709E+00
  1103   0.121855E+04   0.125141E+02  -0.458063E+02   0.300050E+06   0.127379E+00
